Dataset,DatasetSize,Epoch,Epsilon,BatchSize,SampleRate,Steps,Sigma,Sigma_over_q,CumulativeNoise,TotalNoiseVariance,CumulativeEffectiveNoise
imagenet397,8471,40,4.0,8192,0.9670641010506433,41.3623046875,6.728515625,6.957672834396362,43.273460864540965,1872.5924151949584,44.74725182904377
imagenet397,8471,40,4.0,8471,1.0,40.0,6.85546875,6.85546875,43.35779135621489,1879.8980712890625,43.35779135621489
imagenet397,8471,40,8.0,1,0.00011804981702278361,338840.0,0.415496826171875,3519.673614501953,241.8605561877714,58496.52863945812,2048800.7714666117
imagenet397,8471,40,8.0,2,0.00023609963404556722,169420.0,0.43975830078125,1862.5962829589844,181.00742265835567,32763.68705742061,766656.9386694655
imagenet397,8471,40,8.0,4,0.00047219926809113444,84710.0,0.46875,992.6953125,136.42960495938922,18613.037109375,288923.79590274655
imagenet397,8471,40,8.0,8,0.0009443985361822689,42355.0,0.503997802734375,533.6706733703613,103.72441308822845,10758.753870497458,109831.1879087979
imagenet397,8471,40,8.0,16,0.0018887970723645378,21177.5,0.548095703125,290.1824188232422,79.76157894110126,6361.9094751775265,42228.7709506293
imagenet397,8471,40,8.0,32,0.0037775941447290755,10588.75,0.605316162109375,160.2385377883911,62.288033109446296,3879.7990686434787,16488.810264691238
imagenet397,8471,40,8.0,64,0.007555188289458151,5294.375,0.682373046875,90.3184700012207,49.651138784048555,2465.2355825528502,6571.793697494927
imagenet397,8471,40,8.0,128,0.015110376578916302,2647.1875,0.79071044921875,52.328970432281494,40.68270576924007,1655.0825487065595,2692.368754462755
imagenet397,8471,40,8.0,256,0.030220753157832604,1323.59375,0.948486328125,31.38526439666748,34.50709734812677,1190.7397673930973,1141.8344595155543
imagenet397,8471,40,8.0,512,0.06044150631566521,661.796875,1.1834716796875,19.580446481704712,30.445297756293513,926.916155469371,503.715072838989
imagenet397,8471,40,8.0,1024,0.12088301263133042,330.8984375,1.533203125,12.68336296081543,27.889906222166807,777.8468690812588,230.71815977341313
imagenet397,8471,40,8.0,2048,0.24176602526266083,165.44921875,2.04345703125,8.452209234237671,26.28438805777996,690.8690555719659,108.71828673703811
imagenet397,8471,40,8.0,4096,0.48353205052532167,82.724609375,2.76123046875,5.710542798042297,25.114238803559445,630.7249906822108,51.939139869373065
imagenet397,8471,40,8.0,8192,0.9670641010506433,41.3623046875,3.73291015625,3.8600441813468933,24.0076638831216,576.3679251249414,24.82530770921913
imagenet397,8471,40,8.0,8471,1.0,40.0,3.8037109375,3.8037109375,24.056780246788747,578.7286758422852,24.056780246788747
imagenet397-balanced,15086,40,0.5,1,6.628662335940607e-05,603440.0,0.693359375,10460.01953125,538.6112737281051,290102.1041870117,8125489.675462194
imagenet397-balanced,15086,40,0.5,2,0.00013257324671881213,301720.0,0.8154296875,6150.7861328125,447.90774113241804,200621.34456634521,3378568.0913618295
imagenet397-balanced,15086,40,0.5,4,0.00026514649343762427,150860.0,0.99609375,3756.7675781250005,386.88978817089236,149683.70819091797,1459154.8360865207
imagenet397-balanced,15086,40,0.5,8,0.0005302929868752485,75430.0,1.25,2357.1875,343.3065321254462,117859.375,647390.2929555603
imagenet397-balanced,15086,40,0.5,16,0.001060585973750497,37715.0,1.640625,1546.904296875,318.61511967014667,101515.59448242188,300414.2309589896
imagenet397-balanced,15086,40,0.5,32,0.002121171947500994,18857.5,2.2265625,1049.68505859375,305.7573801742255,93487.57553100586,144145.49491588643
imagenet397-balanced,15086,40,0.5,64,0.004242343895001988,9428.75,3.0859375,727.413330078125,299.64993397549506,89790.08293151855,70633.10787428623
imagenet397-balanced,15086,40,0.5,128,0.008484687790003977,4714.375,4.296875,506.42700195312506,295.0290510453053,87042.14096069336,34771.93956304278
imagenet397-balanced,15086,40,0.5,256,0.016969375580007953,2357.1875,6.015625,354.4989013671875,292.0638596976344,85301.29814147949,17211.23198202544
imagenet397-balanced,15086,40,0.5,512,0.033938751160015906,1178.59375,8.4375,248.60961914062503,289.6648864808452,83905.74645996094,8534.930620019592
imagenet397-balanced,15086,40,0.5,1024,0.06787750232003181,589.296875,12.03125,177.24945068359375,292.0638596976344,85301.29814147949,4302.80799550636
imagenet397-balanced,15086,40,0.5,2048,0.13575500464006363,294.6484375,16.875,124.30480957031251,289.6648864808452,83905.74645996094,2133.732655004898
imagenet397-balanced,15086,40,0.5,4096,0.27151000928012725,147.32421875,23.75,87.4737548828125,288.27082255870414,83100.06713867188,1061.731843047024
imagenet397-balanced,15086,40,0.5,8192,0.5430200185602545,73.662109375,33.75,62.15240478515626,289.6648864808452,83905.74645996094,533.4331637512245
imagenet397-balanced,15086,40,0.5,15086,1.0,40.0,45.625,45.625,288.55783649036465,83265.625,288.55783649036465
imagenet397-balanced,15086,40,1.0,1,6.628662335940607e-05,603440.0,0.577392578125,8710.54443359375,448.52664167851003,201176.14829540253,6766472.9163620025
imagenet397-balanced,15086,40,1.0,2,0.00013257324671881213,301720.0,0.63232421875,4769.62158203125,347.32965554879127,120637.88962364197,2619907.591804533
imagenet397-balanced,15086,40,1.0,4,0.00026514649343762427,150860.0,0.71533203125,2697.874755859375,277.8399704266458,77195.04916667938,1047873.4484640947
imagenet397-balanced,15086,40,1.0,8,0.0005302929868752485,75430.0,0.83984375,1583.7353515625,230.65907627178416,53203.609466552734,434965.353079517
imagenet397-balanced,15086,40,1.0,16,0.001060585973750497,37715.0,1.025390625,966.8151855468751,199.13444979384167,39654.529094696045,187758.89434936846
imagenet397-balanced,15086,40,1.0,32,0.002121171947500994,18857.5,1.3037109375,614.6182250976562,179.02899233885572,32051.38009786606,84400.9805757493
imagenet397-balanced,15086,40,1.0,64,0.004242343895001988,9428.75,1.71875,405.1416015625,166.89363411293397,27853.485107421875,39339.958816058155
imagenet397-balanced,15086,40,1.0,128,0.008484687790003977,4714.375,2.34375,276.23291015625,160.9249369338029,25896.835327148438,18966.51248893243
imagenet397-balanced,15086,40,1.0,256,0.016969375580007953,2357.1875,3.22265625,189.91012573242188,156.4627819808756,24480.602145195007,9220.30284751363
imagenet397-balanced,15086,40,1.0,512,0.033938751160015906,1178.59375,4.4921875,132.36160278320312,154.21973122822777,23783.72550010681,4544.060283806727
imagenet397-balanced,15086,40,1.0,1024,0.06787750232003181,589.296875,6.328125,93.22860717773438,153.61800412667785,23598.491191864014,2263.165244389709
imagenet397-balanced,15086,40,1.0,2048,0.13575500464006363,294.6484375,8.90625,65.60531616210938,152.87869008711274,23371.893882751465,1126.1366790303628
imagenet397-balanced,15086,40,1.0,4096,0.27151000928012725,147.32421875,12.578125,46.326560974121094,152.6697448419453,23308.050990104675,562.2987721400358
imagenet397-balanced,15086,40,1.0,8192,0.5430200185602545,73.662109375,17.65625,32.514915466308594,151.53764894599772,22963.659048080444,279.06457177726094
imagenet397-balanced,15086,40,1.0,15086,1.0,40.0,23.90625,23.90625,151.19640062680065,22860.3515625,151.19640062680065
imagenet397-balanced,15086,40,2.0,1,6.628662335940607e-05,603440.0,0.51544189453125,7775.956420898438,400.40248297833165,160322.14837521315,6040471.858211111
imagenet397-balanced,15086,40,2.0,2,0.00013257324671881213,301720.0,0.54962158203125,4145.795593261719,301.9018868935198,91144.74930986762,2277245.93283782
imagenet397-balanced,15086,40,2.0,4,0.00026514649343762427,150860.0,0.59326171875,2237.486572265625,230.42700619001678,53096.60518169403,869055.4538456483
imagenet397-balanced,15086,40,2.0,8,0.0005302929868752485,75430.0,0.653076171875,1231.5383911132812,179.36425262413448,32171.53511941433,338236.13938596164
imagenet397-balanced,15086,40,2.0,16,0.001060585973750497,37715.0,0.740966796875,698.6390686035156,143.89834645816893,20706.734113395214,135678.15341674603
imagenet397-balanced,15086,40,2.0,32,0.002121171947500994,18857.5,0.8740234375,412.0474243164063,120.02318212979466,14405.56424856186,56583.42892531508
imagenet397-balanced,15086,40,2.0,64,0.004242343895001988,9428.75,1.07421875,253.21350097656253,104.30852132058374,10880.26762008667,24587.47426003635
imagenet397-balanced,15086,40,2.0,128,0.008484687790003977,4714.375,1.376953125,162.28683471679688,94.5434004486092,8938.454568386078,11142.826087247802
imagenet397-balanced,15086,40,2.0,256,0.016969375580007953,2357.1875,1.826171875,107.61573791503908,88.66224312249616,7860.993355512619,5224.838280257723
imagenet397-balanced,15086,40,2.0,512,0.033938751160015906,1178.59375,2.48046875,73.08662414550781,85.15611246080404,7251.563489437103,2509.1115480150193
imagenet397-balanced,15086,40,2.0,1024,0.06787750232003181,589.296875,3.4375,50.6427001953125,83.44681705646698,6963.371276855469,1229.3737130018174
imagenet397-balanced,15086,40,2.0,2048,0.13575500464006363,294.6484375,4.8046875,35.39234161376953,82.47403017857398,6801.965653896332,607.5211031611168
imagenet397-balanced,15086,40,2.0,4096,0.27151000928012725,147.32421875,6.73828125,24.817800521850586,81.78736330818496,6689.172796905041,301.2314850750192
imagenet397-balanced,15086,40,2.0,8192,0.5430200185602545,73.662109375,9.4140625,17.33649253845215,80.7977287521802,6528.272971510887,148.79327831486702
imagenet397-balanced,15086,40,2.0,15086,1.0,40.0,12.6953125,12.6953125,80.29220621521276,6446.83837890625,80.29220621521276
imagenet397-balanced,15086,40,4.0,1,6.628662335940607e-05,603440.0,0.45501708984375,6864.387817382813,353.46364838406896,124936.55072897673,5332352.599522064
imagenet397-balanced,15086,40,4.0,2,0.00013257324671881213,301720.0,0.4815673828125,3632.462768554688,264.52036508493853,69971.02354466915,1995277.1138356915
imagenet397-balanced,15086,40,4.0,4,0.00026514649343762427,150860.0,0.51361083984375,1937.0832824707034,199.49004702561638,39796.278862282634,752376.7123571122
imagenet397-balanced,15086,40,4.0,8,0.0005302929868752485,75430.0,0.55328369140625,1043.354721069336,151.95672430259617,23090.84606077522,286552.39285362075
imagenet397-balanced,15086,40,4.0,16,0.001060585973750497,37715.0,0.60455322265625,570.0181198120117,117.40635269095249,13784.251652192324,110699.51479348184
imagenet397-balanced,15086,40,4.0,32,0.002121171947500994,18857.5,0.6744384765625,317.9555892944336,92.61565380825635,8577.659330330789,43662.49229222986
imagenet397-balanced,15086,40,4.0,64,0.004242343895001988,9428.75,0.77392578125,182.42881774902344,75.14954831505692,5647.454611957073,17714.157591889823
imagenet397-balanced,15086,40,4.0,128,0.008484687790003977,4714.375,0.921630859375,108.6228370666504,63.2803788463652,4004.406346939504,7458.185900595824
imagenet397-balanced,15086,40,4.0,256,0.016969375580007953,2357.1875,1.142578125,67.33177185058594,55.47316815685589,3077.2723853588104,3269.016464118469
imagenet397-balanced,15086,40,4.0,512,0.033938751160015906,1178.59375,1.474609375,43.449134826660156,50.624303077092165,2562.8200620412827,1491.637180119165
imagenet397-balanced,15086,40,4.0,1024,0.06787750232003181,589.296875,1.97021484375,29.02603626251221,47.827827673699474,2287.501099985093,704.6197346537406
imagenet397-balanced,15086,40,4.0,2048,0.13575500464006363,294.6484375,2.6904296875,19.818272590637207,46.18210429714864,2132.786757312715,340.1871217904221
imagenet397-balanced,15086,40,4.0,4096,0.27151000928012725,147.32421875,3.720703125,13.703742027282717,45.16084843538909,2039.5022314041853,166.33216784577147
imagenet397-balanced,15086,40,4.0,8192,0.5430200185602545,73.662109375,5.146484375,9.477522373199463,44.170542585476106,1951.0368322953582,81.34238347711091
imagenet397-balanced,15086,40,4.0,15086,1.0,40.0,6.85546875,6.85546875,43.35779135621489,1879.8980712890625,43.35779135621489
imagenet397-balanced,15086,40,8.0,1,6.628662335940607e-05,603440.0,0.39794921875,6003.4619140625,309.13252682282086,95562.91913986206,4663573.299649076
imagenet397-balanced,15086,40,8.0,2,0.00013257324671881213,301720.0,0.4193115234375,3162.8668212890625,230.3238159865054,53049.060210585594,1737332.5439862104
imagenet397-balanced,15086,40,8.0,4,0.00026514649343762427,150860.0,0.4443359375,1675.8129882812502,172.58318982132946,29784.95740890503,650897.5004111441
imagenet397-balanced,15086,40,8.0,8,0.0005302929868752485,75430.0,0.4741668701171875,894.1601753234864,130.2276670629668,16959.245268662926,245576.82316398964
imagenet397-balanced,15086,40,8.0,16,0.001060585973750497,37715.0,0.510711669921875,481.53726577758795,99.18199456249822,9837.068045395426,93516.22312311552
imagenet397-balanced,15086,40,8.0,32,0.002121171947500994,18857.5,0.556640625,262.4212646484375,76.43934504355637,5842.973470687866,36036.37372897161
imagenet397-balanced,15086,40,8.0,64,0.004242343895001988,9428.75,0.616455078125,145.31002044677734,59.85886734874407,3583.084000274539,14109.857387861768
imagenet397-balanced,15086,40,8.0,128,0.008484687790003977,4714.375,0.69793701171875,82.25841999053955,47.921267027032194,2296.4478334761225,5647.970581014123
imagenet397-balanced,15086,40,8.0,256,0.016969375580007953,2357.1875,0.81298828125,47.90914535522461,39.47129272699362,1557.982949540019,2326.030945622757
imagenet397-balanced,15086,40,8.0,512,0.033938751160015906,1178.59375,0.9814453125,28.918132781982425,33.693658670514985,1135.2626346051693,992.7783880925568
imagenet397-balanced,15086,40,8.0,1024,0.06787750232003181,589.296875,1.23291015625,18.163752555847168,29.929433674372035,895.7710000686347,440.93304337068025
imagenet397-balanced,15086,40,8.0,2048,0.13575500464006363,294.6484375,1.6064453125,11.833415031433105,27.575158464177683,760.3893643245101,203.12443388212137
imagenet397-balanced,15086,40,8.0,4096,0.27151000928012725,147.32421875,2.149658203125,7.917417883872987,26.09194688146988,680.7896920654457,96.09939224947622
imagenet397-balanced,15086,40,8.0,8192,0.5430200185602545,73.662109375,2.9052734375,5.350214242935181,24.93498371760748,621.7534129973501,45.91908744675616
imagenet397-balanced,15086,40,8.0,15086,1.0,40.0,3.8037109375,3.8037109375,24.056780246788747,578.7286758422852,24.056780246788747
svhn_cropped,7320,40,0.5,1,0.0001366120218579235,292800.0,0.8203125,6004.6875,443.87927254350365,197028.80859375,3249196.2750184466
svhn_cropped,7320,40,0.5,2,0.000273224043715847,146400.0,0.99609375,3645.703125,381.1279101387338,145258.48388671875,1394928.1511077657
svhn_cropped,7320,40,0.5,4,0.000546448087431694,73200.0,1.26953125,2323.2421875,343.4780085158064,117977.14233398438,628564.7555839256
svhn_cropped,7320,40,0.5,8,0.001092896174863388,36600.0,1.6796875,1536.9140625,321.34313992089324,103261.41357421875,294028.9730276173
svhn_cropped,7320,40,0.5,16,0.002185792349726776,18300.0,2.265625,1036.5234375,306.48806913718107,93934.9365234375,140218.29163026033
svhn_cropped,7320,40,0.5,32,0.004371584699453552,9150.0,3.125,714.84375,298.92385108920297,89355.46875,68378.83093665518
svhn_cropped,7320,40,0.5,64,0.008743169398907104,4575.0,4.375,500.390625,295.9195150290024,87568.359375,33845.79453144215
svhn_cropped,7320,40,0.5,128,0.017486338797814208,2287.5,6.09375,348.486328125,291.4507548119729,84943.54248046875,16667.3400408097
svhn_cropped,7320,40,0.5,256,0.034972677595628415,1143.75,8.59375,245.7275390625,290.6352379749131,84468.84155273438,8310.351335845171
svhn_cropped,7320,40,0.5,512,0.06994535519125683,571.875,12.1875,174.2431640625,291.4507548119729,84943.54248046875,4166.835010202425
svhn_cropped,7320,40,0.5,1024,0.13989071038251366,285.9375,17.1875,122.86376953125,290.6352379749131,84468.84155273438,2077.5878339612927
svhn_cropped,7320,40,0.5,2048,0.2797814207650273,142.96875,24.375,87.12158203125,291.4507548119729,84943.54248046875,1041.7087525506063
svhn_cropped,7320,40,0.5,4096,0.5595628415300546,71.484375,34.375,61.431884765625,290.6352379749131,84468.84155273438,519.3969584903232
svhn_cropped,7320,40,0.5,7320,1.0,40.0,45.625,45.625,288.55783649036465,83265.625,288.55783649036465
svhn_cropped,7320,40,1.0,1,0.0001366120218579235,292800.0,0.635986328125,4655.419921875,344.13854314756753,118431.33687973022,2519094.1358401943
svhn_cropped,7320,40,1.0,2,0.000273224043715847,146400.0,0.72021484375,2635.986328125,275.570425222859,75939.05925750732,1008587.7563156639
svhn_cropped,7320,40,1.0,4,0.000546448087431694,73200.0,0.8447265625,1545.849609375,228.54498258936349,52232.80906677246,418237.3181385352
svhn_cropped,7320,40,1.0,8,0.001092896174863388,36600.0,1.03515625,947.16796875,198.03705134659697,39218.67370605469,181203.90198213622
svhn_cropped,7320,40,1.0,16,0.002185792349726776,18300.0,1.318359375,603.1494140625,178.34435057551485,31806.70738220215,81592.54038829805
svhn_cropped,7320,40,1.0,32,0.004371584699453552,9150.0,1.73828125,397.6318359375,166.27639216836917,27647.838592529297,38035.72470851445
svhn_cropped,7320,40,1.0,64,0.008743169398907104,4575.0,2.36328125,270.30029296875,159.8493808862022,25551.82456970215,18282.772938859376
svhn_cropped,7320,40,1.0,128,0.017486338797814208,2287.5,3.28125,187.646484375,156.93502182183155,24628.60107421875,8974.721560435992
svhn_cropped,7320,40,1.0,256,0.034972677595628415,1143.75,4.5703125,130.682373046875,154.56510383211287,23890.371322631836,4419.595937699477
svhn_cropped,7320,40,1.0,512,0.06994535519125683,571.875,6.40625,91.58935546875,153.19847368321652,23469.772338867188,2190.259428439736
svhn_cropped,7320,40,1.0,1024,0.13989071038251366,285.9375,9.0625,64.78271484375,153.24403456859054,23483.734130859375,1095.4554033614088
svhn_cropped,7320,40,1.0,2048,0.2797814207650273,142.96875,12.734375,45.51544189453125,152.26433664856276,23184.428215026855,544.2260470056052
svhn_cropped,7320,40,1.0,4096,0.5595628415300546,71.484375,17.96875,32.11212158203125,151.9229653050682,23080.58738708496,271.50295557448715
svhn_cropped,7320,40,1.0,7320,1.0,40.0,23.90625,23.90625,151.19640062680065,22860.3515625,151.19640062680065
svhn_cropped,7320,40,2.0,1,0.0001366120218579235,292800.0,0.5511474609375,4034.3994140625,298.2313862401665,88941.95973873138,2183053.747278019
svhn_cropped,7320,40,2.0,2,0.000273224043715847,146400.0,0.595703125,2180.2734375,227.92943645551728,51951.82800292969,834221.7374271932
svhn_cropped,7320,40,2.0,4,0.000546448087431694,73200.0,0.65673828125,1201.8310546875,177.6838159437537,31571.53844833374,325161.38317706925
svhn_cropped,7320,40,2.0,8,0.001092896174863388,36600.0,0.745849609375,682.452392578125,142.68943204336173,20360.274016857147,130560.83031967598
svhn_cropped,7320,40,2.0,16,0.002185792349726776,18300.0,0.88134765625,403.216552734375,119.22650103289048,14214.958548545837,54546.1242225474
svhn_cropped,7320,40,2.0,32,0.004371584699453552,9150.0,1.083984375,247.96142578125,103.68921084656729,10751.452445983887,23718.906981152268
svhn_cropped,7320,40,2.0,64,0.008743169398907104,4575.0,1.3916015625,159.1644287109375,94.12618502596618,8859.73870754242,10765.682412344882
svhn_cropped,7320,40,2.0,128,0.017486338797814208,2287.5,1.845703125,105.5511474609375,88.27594977478026,7792.643308639526,5048.2808777452465
svhn_cropped,7320,40,2.0,256,0.034972677595628415,1143.75,2.51953125,72.0428466796875,85.20896749719043,7260.568141937256,2436.4439143727886
svhn_cropped,7320,40,2.0,512,0.06994535519125683,571.875,3.49609375,49.98321533203125,83.60526460151146,6989.840269088745,1195.2940173497343
svhn_cropped,7320,40,2.0,1024,0.13989071038251366,285.9375,4.8828125,34.90447998046875,82.56682897014576,6817.281246185303,590.2238164662764
svhn_cropped,7320,40,2.0,2048,0.2797814207650273,142.96875,6.8359375,24.433135986328125,81.73699053220395,6680.935621261597,292.14588412877583
svhn_cropped,7320,40,2.0,4096,0.5595628415300546,71.484375,9.5703125,17.103195190429688,80.91549239074286,6547.316908836365,144.6048350342377
svhn_cropped,7320,40,2.0,7320,1.0,40.0,12.6953125,12.6953125,80.29220621521276,6446.83837890625,80.29220621521276
svhn_cropped,7320,40,4.0,1,0.0001366120218579235,292800.0,0.4827880859375,3534.0087890625,261.2414468615412,68247.09355831146,1912287.3910264815
svhn_cropped,7320,40,4.0,2,0.000273224043715847,146400.0,0.51513671875,1885.400390625,197.1029143119432,38849.55883026123,721396.6663817122
svhn_cropped,7320,40,4.0,4,0.000546448087431694,73200.0,0.55511474609375,1015.8599853515625,150.18906189669516,22556.75431340933,274845.9832709521
svhn_cropped,7320,40,4.0,8,0.001092896174863388,36600.0,0.6072998046875,555.6793212890625,116.18329368506132,13498.557731509209,106307.7137218311
svhn_cropped,7320,40,4.0,16,0.002185792349726776,18300.0,0.67779541015625,310.0914001464844,91.69046357134687,8407.141109928489,41948.38708389119
svhn_cropped,7320,40,4.0,32,0.004371584699453552,9150.0,0.7794189453125,178.29208374023438,74.55581207830316,5558.569114655256,17054.64201291185
svhn_cropped,7320,40,4.0,64,0.008743169398907104,4575.0,0.928955078125,106.24923706054688,62.83335684628093,3948.0307325720787,7186.565189293381
svhn_cropped,7320,40,4.0,128,0.017486338797814208,2287.5,1.15478515625,66.03927612304688,55.23085217390352,3050.447031855583,3158.5143586951076
svhn_cropped,7320,40,4.0,256,0.034972677595628415,1143.75,1.494140625,42.72308349609375,50.53089932972921,2553.371787071228,1444.8679027094445
svhn_cropped,7320,40,4.0,512,0.06994535519125683,571.875,1.9970703125,28.551864624023438,47.757755896673444,2280.8032482862473,682.7866663352531
svhn_cropped,7320,40,4.0,1024,0.13989071038251366,285.9375,2.724609375,19.476699829101562,46.07229056534134,2122.6559579372406,329.34488958818224
svhn_cropped,7320,40,4.0,2048,0.2797814207650273,142.96875,3.7646484375,13.455677032470703,45.01372835737803,2026.2357406318188,160.88891190234725
svhn_cropped,7320,40,4.0,4096,0.5595628415300546,71.484375,5.224609375,9.33694839477539,44.173253499027986,1951.2763246893883,78.94243545236446
svhn_cropped,7320,40,4.0,7320,1.0,40.0,6.85546875,6.85546875,43.35779135621489,1879.8980712890625,43.35779135621489
svhn_cropped,7320,40,8.0,1,0.0001366120218579235,292800.0,0.4203033447265625,3076.6204833984375,227.4303303982665,51724.55518506467,1664790.0185153107
svhn_cropped,7320,40,8.0,2,0.000273224043715847,146400.0,0.4454803466796875,1630.4580688476562,170.45081704197815,29053.481030277908,623849.9903736401
svhn_cropped,7320,40,8.0,4,0.000546448087431694,73200.0,0.475616455078125,870.3781127929688,128.68040294997218,16558.64610336721,235485.1373984491
svhn_cropped,7320,40,8.0,8,0.001092896174863388,36600.0,0.51239013671875,468.83697509765625,98.02600507397887,9609.097670763731,89693.79464269066
svhn_cropped,7320,40,8.0,16,0.002185792349726776,18300.0,0.558929443359375,255.71022033691406,75.610573629411,5716.95884456858,34591.83743545553
svhn_cropped,7320,40,8.0,32,0.004371584699453552,9150.0,0.6195068359375,141.71218872070312,59.259318135847856,3511.6667859256268,13555.569023575197
svhn_cropped,7320,40,8.0,64,0.008743169398907104,4575.0,0.701904296875,80.28030395507812,47.47592665783382,2253.9636120200157,5430.0591114897425
svhn_cropped,7320,40,8.0,128,0.017486338797814208,2287.5,0.819091796875,46.84181213378906,39.17537189079203,1534.7097627818584,2240.341580004669
svhn_cropped,7320,40,8.0,256,0.034972677595628415,1143.75,0.9906005859375,28.32498550415039,33.50149085463664,1122.3498894833028,957.9332541247664
svhn_cropped,7320,40,8.0,512,0.06994535519125683,571.875,1.246337890625,17.818737030029297,29.804809761921508,888.3266849443316,426.11563956497156
svhn_cropped,7320,40,8.0,1024,0.13989071038251366,285.9375,1.624755859375,11.614465713500977,27.474112339816003,754.8268488608301,196.39697492915346
svhn_cropped,7320,40,8.0,2048,0.2797814207650273,142.96875,2.1728515625,7.766246795654297,25.980686276307683,674.9960593879223,92.8606560266466
svhn_cropped,7320,40,8.0,4096,0.5595628415300546,71.484375,2.94677734375,5.266213417053223,24.914540641741485,620.7343353889883,44.52500915467473
svhn_cropped,7320,40,8.0,7320,1.0,40.0,3.8037109375,3.8037109375,24.056780246788747,578.7286758422852,24.056780246788747
svhn_cropped_balanced,5000,40,0.5,1,0.0002,200000.0,0.908203125,4541.015625,406.16078497554776,164966.58325195312,2030803.9248777386
svhn_cropped_balanced,5000,40,0.5,2,0.0004,100000.0,1.1328125,2832.03125,358.22676619094926,128326.416015625,895566.9154773732
svhn_cropped_balanced,5000,40,0.5,4,0.0008,50000.0,1.46484375,1831.0546875,327.54902014157074,107288.36059570312,409436.2751769634
svhn_cropped_balanced,5000,40,0.5,8,0.0016,25000.0,1.953125,1220.703125,308.8161777508183,95367.431640625,193010.11109426143
svhn_cropped_balanced,5000,40,0.5,16,0.0032,12500.0,2.6953125,842.28515625,301.3450985302451,90808.86840820312,94170.34329070158
svhn_cropped_balanced,5000,40,0.5,32,0.0064,6250.0,3.75,585.9375,296.46353064078556,87890.625,46322.42666262274
svhn_cropped_balanced,5000,40,0.5,64,0.0128,3125.0,5.234375,408.935546875,292.61045799313655,85620.88012695312,22860.19203071379
svhn_cropped_balanced,5000,40,0.5,128,0.0256,1562.5,7.34375,286.865234375,290.28720708576924,84266.66259765625,11339.34402678786
svhn_cropped_balanced,5000,40,0.5,256,0.0512,781.25,10.46875,204.4677734375,292.61045799313655,85620.88012695312,5715.048007678448
svhn_cropped_balanced,5000,40,0.5,512,0.1024,390.625,14.6875,143.4326171875,290.28720708576924,84266.66259765625,2834.836006696965
svhn_cropped_balanced,5000,40,0.5,1024,0.2048,195.3125,20.625,100.7080078125,288.24313772458225,83084.1064453125,1407.4371959208117
svhn_cropped_balanced,5000,40,0.5,2048,0.4096,97.65625,29.375,71.71630859375,290.28720708576924,84266.66259765625,708.7090016742412
svhn_cropped_balanced,5000,40,0.5,4096,0.8192,48.828125,41.25,50.35400390625,288.24313772458225,83084.1064453125,351.85929898020294
svhn_cropped_balanced,5000,40,0.5,5000,1.0,40.0,45.625,45.625,288.55783649036465,83265.625,288.55783649036465
svhn_cropped_balanced,5000,40,1.0,1,0.0002,200000.0,0.677490234375,3387.451171875,302.98284363095297,91798.60353469849,1514914.2181547647
svhn_cropped_balanced,5000,40,1.0,2,0.0004,100000.0,0.78125,1953.125,247.05294220065466,61035.15625,617632.3555016366
svhn_cropped_balanced,5000,40,1.0,4,0.0008,50000.0,0.9375,1171.875,209.6313728906053,43945.3125,262039.2161132566
svhn_cropped_balanced,5000,40,1.0,8,0.0016,25000.0,1.1767578125,735.4736328125,186.06174709486802,34618.97373199463,116288.5919342925
svhn_cropped_balanced,5000,40,1.0,16,0.0032,12500.0,1.533203125,479.1259765625,171.41732054075536,29383.89778137207,53567.91266898605
svhn_cropped_balanced,5000,40,1.0,32,0.0064,6250.0,2.05078125,320.4345703125,162.12849331917963,26285.648345947266,25332.577081121814
svhn_cropped_balanced,5000,40,1.0,64,0.0128,3125.0,2.83203125,221.25244140625,158.31535973509253,25063.753128051758,12368.387479304103
svhn_cropped_balanced,5000,40,1.0,128,0.0256,1562.5,3.9453125,154.11376953125,155.95216976416324,24321.07925415039,6091.881631412626
svhn_cropped_balanced,5000,40,1.0,256,0.0512,781.25,5.5078125,107.574462890625,153.94803946653826,23699.99885559082,3006.7976458308253
svhn_cropped_balanced,5000,40,1.0,512,0.1024,390.625,7.734375,75.531005859375,152.86400798665508,23367.40493774414,1492.8125779946786
svhn_cropped_balanced,5000,40,1.0,1024,0.2048,195.3125,10.9375,53.40576171875,152.8562093993997,23365.020751953125,746.3682099580062
svhn_cropped_balanced,5000,40,1.0,2048,0.4096,97.65625,15.3125,37.384033203125,151.31992709790097,22897.720336914062,369.43341576635976
svhn_cropped_balanced,5000,40,1.0,4096,0.8192,48.828125,21.5625,26.3214111328125,150.67254926512254,22702.21710205078,183.92645173965153
svhn_cropped_balanced,5000,40,1.0,5000,1.0,40.0,23.90625,23.90625,151.19640062680065,22860.3515625,151.19640062680065
svhn_cropped_balanced,5000,40,2.0,1,0.0002,200000.0,0.57403564453125,2870.17822265625,256.7165445359561,65903.38423848152,1283582.7226797803
svhn_cropped_balanced,5000,40,2.0,2,0.0004,100000.0,0.626220703125,1565.5517578125,198.02837398271225,39215.23690223694,495070.93495678063
svhn_cropped_balanced,5000,40,2.0,4,0.0008,50000.0,0.70068359375,875.8544921875,156.67761463438467,24547.874927520752,195847.01829298082
svhn_cropped_balanced,5000,40,2.0,8,0.0016,25000.0,0.81298828125,508.11767578125,128.54473398877812,16523.748636245728,80340.45874298632
